t_s,qin_m3s,qout_m3s,u,L_m,Vg_m3,n_mol,P_Pa,n_in_mols,n_out_mols,dP_liq_Pa,L_true_m,P_true_Pa,L_meas_m,P_meas_Pa,L_missing,P_missing
111.0,0.004,0.001489028731996855,0.55,1.0921186598783308,8.723644020365008,340.8467634004247,103949.22064387718,4.0,4.098180468329964,11727.373565419693,1.0921186598783308,103949.22064387718,1.093884393462868,104369.57652638735,False,False
111.5,0.004,0.001489249550319929,0.55,1.0925371182866108,8.722388645140168,340.79767749929624,103949.20954806381,4.0,4.0981718022569495,11730.852089272645,1.0925371182866108,103949.20954806381,1.0816932375642772,,False,True
112.0,0.004,0.0014894703165977447,0.55,1.092955539900511,8.721133380298467,340.7485959301775,103949.19845490235,4.0,4.098163138237469,11734.330308896713,1.092955539900511,103949.19845490235,1.0938604377167898,103675.76536796115,False,False
112.5,0.004,0.0014896910308579375,0.55,1.0933739247287015,8.719878225813895,340.6995186920423,103949.18736439133,4.0,4.0981544762703885,11737.80822436276,1.0933739247287015,103949.18736439133,1.0956562080300907,104196.51548310682,False,False
113.0,0.004,0.001489911693128119,0.55,1.0937922727798468,8.71862318166046,340.65044578386505,103949.17627652924,4.0,4.098145816354574,11741.285835741606,1.0937922727798468,103949.17627652924,1.118967013155186,104225.52150044768,False,False
113.5,0.004,0.0014901323034358725,0.55,1.0942105840626075,8.717368247812178,340.60137720462063,103949.16519131463,4.0,4.098137158488856,11744.76314310399,1.0942105840626075,103949.16519131463,1.1129790301754243,104145.56304984898,False,False
114.0,0.004,0.0014903528618087625,0.55,1.0946288585856394,8.716113424243082,340.55231295328457,103949.15410874608,4.0,4.0981285026721235,11748.240146520688,1.0946288585856394,103949.15410874608,1.086096425080051,104172.80378070357,False,False
114.5,0.004,0.0014905733682743292,0.55,1.0950470963575938,8.714858710927219,340.50325302883294,103949.14302882207,4.0,4.098119848903264,11751.716846062433,1.0950470963575938,103949.14302882207,1.0921732627421021,103867.86458977473,False,False
115.0,0.004,0.0014907938228600856,0.55,1.095465297387117,8.713604107838648,340.4541974302424,103949.13195154122,4.0,4.098111197181119,11755.193241799869,1.095465297387117,103949.13195154122,1.080830877368747,103670.43520140204,False,False
115.5,0.004,0.0014910142255935258,0.55,1.0958834616828514,8.712349614951446,340.4051461564901,103949.12087690204,4.0,4.098102547504612,11758.669333803693,1.0958834616828514,103949.12087690204,1.0899763915432166,103688.66284770981,False,False
116.0,0.004,0.0014912345765021161,0.55,1.0963015892534345,8.711095232239696,340.3560992065538,103949.10980490311,4.0,4.098093899872609,11762.145122144502,1.0963015892534345,103949.10980490311,1.0994576392893378,103458.47083036575,False,False
116.5,0.004,0.0014914548756133003,0.55,1.096719680107499,8.709840959677503,340.3070565794118,103949.09873554301,4.0,4.098085254283996,11765.620606892877,1.096719680107499,103949.09873554301,1.1087782163163813,104020.1833190068,False,False
117.0,0.004,0.0014916751229545003,0.55,1.0971377342536732,8.70858679723898,340.2580182740429,103949.08766882031,4.0,4.098076610737685,11769.095788119392,1.0971377342536732,103949.08766882031,1.089846895876237,103924.05303385234,False,False
117.5,0.004,0.0014918953185531123,0.55,1.097555751700581,8.707332744898256,340.2089842894266,103949.07660473356,4.0,4.098067969232575,11772.570665894567,1.097555751700581,103949.07660473356,1.091014287299903,103817.08029337465,False,False
118.0,0.004,0.0014921154624365075,0.55,1.0979737324568415,8.706078802629476,340.1599546245428,103949.06554328134,4.0,4.098059329767544,11776.045240288859,1.0979737324568415,103949.06554328134,1.0765008421594549,103062.37989597782,False,False
118.5,0.004,0.001492335554632035,0.55,1.0983916765310695,8.704824970406792,340.11092927837205,103949.05448446228,4.0,4.098050692341489,11779.51951137271,1.0983916765310695,103949.05448446228,1.0967650173256205,103574.85924355403,False,False
119.0,0.004,0.001492555595167024,0.55,1.098809583931875,8.703571248204375,340.0619082498954,103949.04342827493,4.0,4.098042056953367,11782.9934792166,1.098809583931875,103949.04342827493,1.0881854398132793,104285.29562369589,False,False
119.5,0.004,0.0014927755840687738,0.55,1.0992274546678635,8.702317635996408,340.0128915380944,103949.0323747179,4.0,4.098033423602055,11786.467143890874,1.0992274546678635,103949.0323747179,1.0939330603942028,103749.64457469896,False,False
120.0,0.004,0.0014929955213645635,0.55,1.099645288747636,8.701064133757093,339.96387914195117,103949.02132378976,4.0,4.098024792286474,11789.940505465887,1.099645288747636,103949.02132378976,1.09087668096596,104057.1988270868,False,False
120.5,0.004,0.0014932154070816455,0.55,1.100063086179789,8.699810741460633,339.91487106044843,103949.01027548911,4.0,4.098016163005513,11793.413564011918,1.100063086179789,103949.01027548911,1.0991204606372635,103531.80464649653,False,False
121.0,0.004,0.0014934352412472528,0.55,1.1004808469729146,8.698557459081256,339.86586729256936,103948.99922981454,4.0,4.098007535758118,11796.886319599284,1.1004808469729146,103948.99922981454,1.0829035630593482,104380.6108745223,False,False
121.5,0.004,0.0014936550238885905,0.55,1.1008985711355999,8.697304286593202,339.81686783729776,103948.9881867646,4.0,4.097998910543174,11800.358772298185,1.1008985711355999,103948.9881867646,1.08622811868169,103905.7798887482,False,False
122.0,0.004,0.001493874755032841,0.55,1.1013162586764278,8.696051223970716,339.76787269361796,103948.97714633802,4.0,4.097990287359582,11803.830922178802,1.1013162586764278,103948.97714633802,1.1226087297967107,104035.98926528307,False,False
122.5,0.004,0.0014940944347071705,0.55,1.1017339096039767,8.69479827118807,339.7188818605148,103948.96610853326,4.0,4.0979816662063415,11807.302769311409,1.1017339096039767,103948.96610853326,1.0888596837912363,104646.70004609777,False,False
123.0,0.004,0.0014943140629387081,0.55,1.1021515239268203,8.69354542821954,339.66989533697364,103948.95507334902,4.0,4.097973047082287,11810.774313766022,1.1021515239268203,103948.95507334902,1.091183668142274,104403.88710352583,False,False
123.5,0.004,0.0014945336397545715,0.55,1.1025691016535277,8.692292695039416,339.62091312198044,103948.94404078386,4.0,4.097964429986394,11814.245555612808,1.1025691016535277,103948.94404078386,1.1209382369367409,103856.97435439774,False,False
124.0,0.004,0.001494753165181848,0.55,1.102986642792664,8.691040071622009,339.57193521452166,103948.93301083636,4.0,4.097955814917564,11817.716494921797,1.102986642792664,103948.93301083636,1.1320373144850682,103770.96695537526,False,False
124.5,0.004,0.0014949726392476023,0.55,1.1034041473527894,8.689787557941631,339.5229616135843,103948.9219835052,4.0,4.097947201874706,11821.187131762994,1.1034041473527894,103948.9219835052,1.091688481064536,103851.25848004935,False,False
125.0,0.004,0.0014951920619788804,0.55,1.1038216153424596,8.688535153972621,339.4739923181559,103948.91095878893,4.0,4.0979385908567885,11824.65746620644,1.1038216153424596,103948.91095878893,1.1001391257745794,104101.88043333188,False,False
125.5,0.004,0.0014954114334026969,0.55,1.1042390467702259,8.687282859689322,339.4250273272246,103948.8999366862,4.0,4.097929981862687,11828.127498322025,1.1042390467702259,103948.8999366862,1.107654602279631,103917.33269641093,False,False
126.0,0.004,0.0014956307535460515,0.55,1.104656441644635,8.686030675066096,339.3760666397789,103948.8889171956,4.0,4.0979213748913805,11831.597228179726,1.104656441644635,103948.8889171956,1.121943418088691,103830.31567369455,False,False
126.5,0.004,0.0014958500224359142,0.55,1.105073799974229,8.684778600077312,339.327110254808,103948.87790031575,4.0,4.097912769941768,11835.066655849385,1.105073799974229,103948.87790031575,1.0952052291899468,104389.03227552847,False,False
127.0,0.004,0.0014960692400992348,0.55,1.1054911217675458,8.683526634697362,339.27815817130164,103948.86688604525,4.0,4.0979041670127945,11838.535781400864,1.1054911217675458,103948.86688604525,1.1030383433081248,103914.6039185119,False,False
127.5,0.004,0.0014962884065629358,0.55,1.1059084070331187,8.682274778900645,339.22921038824995,103948.85587438272,4.0,4.097895566103359,11842.004604903927,1.1059084070331187,103948.85587438272,1.1136817827937362,104638.73260229391,False,False
128.0,0.004,0.0014965075218539216,0.55,1.1063256557794763,8.681023032661571,339.18026690464376,103948.84486532683,4.0,4.097886967212417,11845.473126428376,1.1063256557794763,103948.84486532683,1.1106733165241425,103976.06763445248,False,False
128.5,0.004,0.0014967265859990738,0.55,1.1067428680151432,8.679771395954571,339.1313277194743,103948.83385887613,4.0,4.097878370338937,11848.94134604399,1.1067428680151432,103948.83385887613,1.1029813073028423,104484.42937714355,False,False
129.0,0.004,0.0014969455990252432,0.55,1.107160043748639,8.678519868754083,339.08239283173344,103948.82285502928,4.0,4.097869775481794,11852.409263820397,1.107160043748639,103948.82285502928,1.1058218141034786,104056.01868184247,False,False
129.5,0.004,0.0014971645609592658,0.55,1.1075771829884793,8.677268451034562,339.0334622404135,103948.81185378491,4.0,4.097861182639965,11855.87687982731,1.1075771829884793,103948.81185378491,1.0938282249047795,104237.70002575974,False,False
130.0,0.004,0.0014973834718279499,0.55,1.1079942857431746,8.676017142770476,338.9845359445073,103948.80085514158,4.0,4.0978525918123765,11859.344194134343,1.1079942857431746,103948.80085514158,1.105612548303428,103731.41753968627,False,False
130.5,0.004,0.0014976023316580786,0.55,1.1084113520212315,8.674765943936306,338.9356139430083,103948.78985909797,4.0,4.0978440029979355,11862.811206811046,1.1084113520212315,103948.78985909797,1.105747477121142,103692.66209232176,False,False
131.0,0.004,0.0014978211404764177,0.55,1.1088283818311522,8.673514854506543,338.8866962349105,103948.77886565273,4.0,4.0978354161956085,11866.277917927015,1.1088283818311522,103948.77886565273,1.1111500807274148,104086.69065215722,False,False
131.5,0.004,0.0014980398983097081,0.55,1.109245375181434,8.672263874455698,338.8377828192083,103948.76787480443,4.0,4.097826831404355,11869.744327551789,1.109245375181434,103948.76787480443,1.1036921029932438,104245.33384754403,False,False
132.0,0.004,0.001498258605184664,0.55,1.1096623320805699,8.67101300375829,338.7888736948968,103948.75688655171,4.0,4.097818248623081,11873.210435754814,1.1096623320805699,103948.75688655171,1.1143777173060212,103960.83383715185,False,False
132.5,0.004,0.0014984772611279795,0.55,1.1100792525370484,8.669762242388854,338.73996886097143,103948.74590089322,4.0,4.097809667850734,11876.676242605541,1.1100792525370484,103948.74590089322,1.1202064107152467,103562.82790036811,False,False
133.0,0.004,0.001498695866166326,0.55,1.110496136559354,8.668511590321938,338.6910683164283,103948.73491782759,4.0,4.097801089086269,11880.141748173399,1.110496136559354,103948.73491782759,1.1120504298360387,103540.65740794079,False,False
133.5,0.004,0.001498914420326351,0.55,1.1109129841559662,8.6672610475321,338.642172060264,103948.72393735344,4.0,4.097792512328629,11883.606952527763,1.1109129841559662,103948.72393735344,1.1144305482399581,103520.58301669756,False,False
134.0,0.004,0.0014991329236346787,0.55,1.1113297953353605,8.666010613993919,338.5932800914756,103948.71295946938,4.0,4.097783937576749,11887.071855737964,1.1113297953353605,103948.71295946938,1.111861348811139,103418.42632558757,False,False
134.5,0.004,0.0014993513761179095,0.55,1.1117465701060074,8.664760289681977,338.54439240906083,103948.70198417414,4.0,4.0977753648295625,11890.536457873286,1.1117465701060074,103948.70198417414,1.1117474140369215,103981.54759200827,False,False
135.0,0.004,0.0014995697778026275,0.55,1.1121633084763736,8.66351007457088,338.4955090120178,103948.69101146622,4.0,4.0977667940860805,11894.000759003085,1.1121633084763736,103948.69101146622,1.104947728140945,104286.20418797863,False,False
135.5,0.004,0.0014997881287153799,0.55,1.112580010454921,8.662259968635237,338.4466298993452,103948.68004134437,4.0,4.097758225345145,11897.464759196459,1.112580010454921,103948.68004134437,1.115744953071654,103944.65530526693,False,False
136.0,0.004,0.001500006428882708,0.55,1.1129966760501073,8.661009971849678,338.3977550700423,103948.66907380716,4.0,4.097749658605803,11900.92845852273,1.1129966760501073,103948.66907380716,1.1120238100659725,103270.5446466058,False,False
136.5,0.004,0.0015002246783311164,0.55,1.1134133052703854,8.659760084188843,338.34888452310884,103948.65810885328,4.0,4.097741093866942,11904.391857050983,1.1134133052703854,103948.65810885328,1.1343449883596914,103891.42997075291,False,False
137.0,0.004,0.0015004428770870961,0.55,1.1138298981242043,8.658510305627388,338.30001825754505,103948.64714648131,4.0,4.097732531127552,11907.854954850392,1.1138298981242043,103948.64714648131,1.1295634471489566,103899.80744749152,False,False
137.5,0.004,0.0015006610251771075,0.55,1.1142464546200082,8.657260636139975,338.2511562723518,103948.63618668998,4.0,4.097723970386532,11911.317751989985,1.1142464546200082,103948.63618668998,1.118104920145573,104577.43581175762,False,False
138.0,0.004,0.0015008791226275987,0.55,1.1146629747662369,8.65601107570129,338.2022985665304,103948.62522947784,4.0,4.097715411642918,11914.78024853892,1.1146629747662369,103948.62522947784,1.1070324026692893,103511.48385560197,False,False
138.5,0.004,0.0015010971694649818,0.55,1.115079458571326,8.654761624286023,338.1534451390826,103948.61427484358,4.0,4.0977068548955735,11918.242444566105,1.115079458571326,103948.61427484358,1.1039553438514917,103831.41099406382,False,False
139.0,0.004,0.0015013151657156565,0.55,1.1154959060437066,8.653512281868881,338.1045959890108,103948.60332278581,4.0,4.097698300143499,11921.704340140583,1.1154959060437066,103948.60332278581,,104460.35912694919,True,False
139.5,0.004,0.0015015331114059947,0.55,1.1159123171918057,8.652263048424583,338.055751115318,103948.59237330327,4.0,4.097689747385617,11925.16593533126,1.1159123171918057,103948.59237330327,1.118539809443277,104083.58587570723,False,False
140.0,0.004,0.0015017510065623524,0.55,1.1163286920240454,8.651013923927863,338.00691051700755,103948.58142639454,4.0,4.097681196620952,11928.627230207141,1.1163286920240454,103948.58142639454,1.1211301260579616,104117.57534844946,False,False
140.5,0.004,0.001501968851211054,0.55,1.1167450305488436,8.649764908353468,337.95807419308335,103948.57048205823,4.0,4.097672647848413,11932.088224837038,1.1167450305488436,103948.57048205823,1.0992991706791015,103982.9458131654,False,False
141.0,0.004,0.0015021866453784037,0.55,1.1171613327746137,8.648516001676159,337.9092421425499,103948.55954029303,4.0,4.097664101066934,11935.548919289764,1.1171613327746137,103948.55954029303,1.1264357175901956,104047.5426018902,False,False
141.5,0.004,0.0015024043890906858,0.55,1.1175775987097654,8.647267203870705,337.8604143644121,103948.54860109759,4.0,4.097655556275493,11939.009313634151,1.1175775987097654,103948.54860109759,1.122121802091909,104181.83146018114,False,False
142.0,0.004,0.0015026220823741614,0.55,1.1179938283627031,8.64601851491189,337.8115908576756,103948.53766447058,4.0,4.097647013473044,11942.469407938966,1.1179938283627031,103948.53766447058,1.1068895215185584,103705.69176880275,False,False
142.5,0.004,0.0015028397252550708,0.55,1.1184100217418274,8.644769934774517,337.7627716213463,103948.52673041067,4.0,4.097638472658579,11945.929202272982,1.1184100217418274,103948.52673041067,1.113694773667328,104211.94430408312,False,False
143.0,0.004,0.0015030573177596289,0.55,1.118826178855534,8.643521463433398,337.7139566544308,103948.51579891644,4.0,4.097629933831052,11949.388696704895,1.118826178855534,103948.51579891644,1.1214633508990992,103536.61489385078,False,False
143.5,0.004,0.0015032748599140258,0.55,1.1192422997122151,8.642273100863354,337.66514595593605,103948.50486998663,4.0,4.097621396989385,11952.847891303314,1.1192422997122151,103948.50486998663,1.1197669676957775,104047.01526183609,False,False
144.0,0.004,0.001503492351744436,0.55,1.1196583843202577,8.641024847039226,337.6163395248698,103948.49394361983,4.0,4.097612862132591,11956.306786136936,1.1196583843202577,103948.49394361983,1.116736672462222,104002.11623260572,False,False
144.5,0.004,0.001503709793277005,0.55,1.1200744326880447,8.639776701935865,337.56753736023995,103948.48301981474,4.0,4.097604329259589,11959.765381274301,1.1200744326880447,103948.48301981474,1.119039550007385,103763.5950933571,False,False
145.0,0.004,0.0015039271845378606,0.55,1.120490444823955,8.638528665528135,337.51873946105525,103948.47209857,4.0,4.097595798369372,11963.223676784,1.120490444823955,103948.47209857,1.1179706710418862,103941.6665159723,False,False
145.5,0.004,0.0015041445255531052,0.55,1.1209064207363628,8.637280737790912,337.4699458263248,103948.46117988427,4.0,4.0975872694608935,11966.681672734545,1.1209064207363628,103948.46117988427,1.1224320458573875,103761.6991340846,False,False
146.0,0.004,0.0015043618163488204,0.55,1.121322360433638,8.636032918699087,337.4211564550583,103948.45026375623,4.0,4.097578742533121,11970.139369194429,1.121322360433638,103948.45026375623,1.1360372801635696,103626.9398656977,False,False
146.5,0.004,0.0015045790569510663,0.55,1.1217382639241462,8.634785208227562,337.37237134626577,103948.43935018452,4.0,4.097570217585032,11973.596766232116,1.1217382639241462,103948.43935018452,1.0960716795148333,103842.35492770042,False,False
147.0,0.004,0.0015047962473858784,0.55,1.1221541312162486,8.633537606351254,337.32359049895797,103948.42843916784,4.0,4.097561694615583,11977.053863916011,1.1221541312162486,103948.42843916784,1.1197856285711518,103617.23184855634,False,False
147.5,0.004,0.0015050133876792727,0.55,1.122569962318302,8.632290113045094,337.2748139121461,103948.4175307048,4.0,4.097553173623762,11980.510662314528,1.122569962318302,103948.4175307048,1.1243350865320265,104045.25676993278,False,False
148.0,0.004,0.0015052304778572386,0.55,1.1229857572386592,8.631042728284022,337.2260415848418,103948.40662479412,4.0,4.097544654608503,11983.96716149596,1.1229857572386592,103948.40662479412,1.1259456971355302,103603.38097654842,False,False
148.5,0.004,0.0015054475179457493,0.55,1.1234015159856683,8.629795452042995,337.1772735160574,103948.39572143444,4.0,4.097536137568818,11987.423361528683,1.1234015159856683,103948.39572143444,1.1196823701724554,104161.98882833176,False,False
149.0,0.004,0.0015056645079707506,0.55,1.1238172385676732,8.62854828429698,337.1285097048056,103948.38482062444,4.0,4.097527622503651,11990.879262480936,1.1238172385676732,103948.38482062444,1.1062500207428874,103593.9411002458,False,False
149.5,0.004,0.0015058814479581696,0.55,1.1242329249930136,8.62730122502096,337.0797501500996,103948.37392236275,4.0,4.097519109411992,11994.334864420987,1.1242329249930136,103948.37392236275,1.1275128798301548,103778.48544768845,False,False
150.0,0.004,0.0015060983379339068,0.55,1.1246485752700246,8.626054274189926,337.0309948509532,103948.36302664812,4.0,4.097510598292772,11997.790167416993,1.1246485752700246,103948.36302664812,1.1419220774116665,103760.98200418356,False,False
150.5,0.004,0.0015063151779238487,0.55,1.1250641894070372,8.624807431778889,336.9822438063807,103948.35213347914,4.0,4.097502089145039,12001.245171537219,1.1250641894070372,103948.35213347914,1.1097255753578759,104345.89615214159,False,False
151.0,0.004,0.0015065319679538505,0.55,1.1254797674123782,8.623560697762866,336.9334970153969,103948.34124285454,4.0,4.097493581967703,12004.699876849723,1.1254797674123782,103948.34124285454,1.1341180475493602,104047.42822653952,False,False
151.5,0.004,0.001506748708049752,0.55,1.12589530929437,8.62231407211689,336.884754477017,103948.33035477296,4.0,4.097485076759776,12008.154283422657,1.12589530929437,103948.33035477296,1.122610057063141,103884.81021400965,False,False
152.0,0.004,0.001506965398237367,0.55,1.1263108150613304,8.621067554816008,336.8360161902569,103948.3194692331,4.0,4.097476573520212,12011.608391324064,1.1263108150613304,103948.3194692331,1.125697571603042,104097.93530155403,False,False
152.5,0.004,0.001507182038542491,0.55,1.1267262847215733,8.61982114583528,336.78728215413287,103948.3085862336,4.0,4.097468072248013,12015.062200622006,1.1267262847215733,103948.3085862336,1.1161972996145337,103316.1508820347,False,False
153.0,0.004,0.0015073986289908922,0.55,1.1271417182834083,8.618574845149775,336.7385523676618,103948.29770577319,4.0,4.097459572942123,12018.51571138444,1.1271417182834083,103948.29770577319,1.1237971565598495,103935.35762888091,False,False
153.5,0.004,0.001507615169608324,0.55,1.1275571157551403,8.617328652734578,336.689826829861,103948.2868278505,4.0,4.097451075601565,12021.968923679391,1.1275571157551403,103948.2868278505,1.14055756170213,104547.54108119193,False,False
154.0,0.004,0.001507831660420511,0.55,1.12797247714507,8.616082568564789,336.6411055397483,103948.27595246426,4.0,4.097442580225284,12025.421837574742,1.12797247714507,103948.27595246426,1.1337990295649472,103987.97990438507,False,False
154.5,0.004,0.0015080481014531615,0.55,1.1283878024614946,8.614836592615516,336.59238849634215,103948.26507961309,4.0,4.0974340868122905,12028.874453138427,1.1283878024614946,103948.26507961309,1.145710918515594,103968.63903036389,False,False
155.0,0.004,0.001508264492731956,0.55,1.1288030917127059,8.613590724861883,336.5436756986614,103948.2542092957,4.0,4.097425595361529,12032.326770438263,1.1288030917127059,103948.2542092957,1.1405772106024827,104112.69272318836,False,False
155.5,0.004,0.0015084808342825586,0.55,1.1292183449069921,8.612344965279023,336.4949671457254,103948.24334151084,4.0,4.097417105872002,12035.778789542099,1.1292183449069921,103948.24334151084,1.133609211696288,104216.92491450514,False,False
156.0,0.004,0.001508697126130613,0.55,1.129633562052637,8.61109931384209,336.446262836554,103948.23247625708,4.0,4.097408618342741,12039.230510517793,1.129633562052637,103948.23247625708,1.1470729073143149,103348.99246839012,False,False
156.5,0.004,0.001508913368301731,0.55,1.13004874315792,8.60985377052624,336.39756277016767,103948.22161353317,4.0,4.097400132772647,12042.681933432992,1.13004874315792,103948.22161353317,1.134438674745303,103443.52366899585,False,False
157.0,0.004,0.0015091295608215137,0.55,1.1304638882311164,8.60860833530665,336.3488669455873,103948.21075333779,4.0,4.097391649160754,12046.133058355485,1.1304638882311164,103948.21075333779,1.138743769999087,104011.29814066362,False,False
157.5,0.004,0.0015093457037155347,0.55,1.1308789972804971,8.607363008158508,336.3001753618343,103948.19989566965,4.0,4.09738316750604,12049.58388535295,1.1308789972804971,103948.19989566965,1.12791328774515,103733.7369271004,False,False
158.0,0.004,0.0015095617970093498,0.55,1.1312940703143288,8.606117789057013,336.25148801793057,103948.18904052739,4.0,4.097374687807517,12053.034414493073,1.1312940703143288,103948.18904052739,1.131959528472921,104341.79661919337,False,False
158.5,0.004,0.0015097778407284867,0.55,1.131709107340874,8.604872677977378,336.2028049128985,103948.17818790971,4.0,4.097366210064129,12056.484645843419,1.131709107340874,103948.17818790971,1.1247348691078713,103853.62587094415,False,False
159.0,0.004,0.0015099938348984568,0.55,1.132124108368391,8.603627674894827,336.1541260457611,103948.16733781532,4.0,4.097357734274876,12059.934579471588,1.132124108368391,103948.16733781532,1.1420199477143396,103367.80811710139,False,False
159.5,0.004,0.001510209779544749,0.55,1.1325390734051335,8.6023827797846,336.1054514155417,103948.15649024292,4.0,4.09734926043876,12063.38421544515,1.1325390734051335,103948.15649024292,1.1207560371739849,103567.75231518972,False,False
160.0,0.004,0.0015104256746928308,0.55,1.1329540024593514,8.601137992621947,336.0567810212643,103948.14564519118,4.0,4.097340788554781,12066.83355383163,1.1329540024593514,103948.14564519118,1.140777505883528,103123.24283930201,False,False
160.5,0.004,0.0015106415203681456,0.55,1.13336889553929,8.599893313382129,336.0081148619534,103948.13480265884,4.0,4.097332318621905,12070.282594698481,1.13336889553929,103948.13480265884,1.1314623849642385,103877.89714147396,False,False
161.0,0.004,0.0015108573165961202,0.55,1.1337837526531906,8.598648742040428,335.9594529366338,103948.12396264447,4.0,4.0973238506391665,12073.731338113208,1.1337837526531906,103948.12396264447,1.1454962235878638,103891.60872446516,False,False
161.5,0.004,0.0015110730634021493,0.55,1.1341985738092903,8.597404278572128,335.91079524433104,103948.11312514693,4.0,4.097315384605465,12077.179784143103,1.1341985738092903,103948.11312514693,1.141707263696603,103820.77431221236,False,False
162.0,0.004,0.0015112887608116233,0.55,1.1346133590158218,8.596159922952534,335.86214178407107,103948.10229016482,4.0,4.097306920519913,12080.627932855701,1.1346133590158218,103948.10229016482,1.15281982059229,104271.76600187375,False,False
162.5,0.004,0.0015115044088498952,0.55,1.1350281082810134,8.59491567515696,335.8134925548803,103948.09145769686,4.0,4.0972984583814345,12084.075784318255,1.1350281082810134,103948.09145769686,1.1423358551923999,104307.64740865187,False,False
163.0,0.004,0.0015117200075423038,0.55,1.1354428216130896,8.59367153516073,335.7648475557858,103948.08062774177,4.0,4.097289998189039,12087.523338598096,1.1354428216130896,103948.08062774177,1.1197224190565571,103896.96410073494,False,False
163.5,0.004,0.001511935556914167,0.55,1.1358574990202706,8.592427502939188,335.71620678581496,103948.06980029824,4.0,4.097281539941738,12090.970595762521,1.1358574990202706,103948.06980029824,1.1351879672912886,103307.66170005518,False,False
164.0,0.004,0.0015121510569907788,0.55,1.136272140510772,8.591183578467684,335.6675702439957,103948.05897536497,4.0,4.097273083638523,12094.417555878765,1.136272140510772,103948.05897536497,1.1245520685848238,104133.24344951265,False,False
164.5,0.004,0.001512366507797413,0.55,1.1366867460928058,8.589939761721583,335.61893792935655,103948.04815294062,4.0,4.097264629278392,12097.864219014042,1.1366867460928058,103948.04815294062,1.131503947669143,104114.65622149319,False,False
165.0,0.004,0.0015125819093593194,0.55,1.1371013157745793,8.588696052676262,335.57030984092637,103948.03733302398,4.0,4.097256176860314,12101.310585235486,1.1371013157745793,103948.03733302398,1.1522136001073464,104040.85480407106,False,False
165.5,0.004,0.0015127972617017334,0.55,1.1375158495642956,8.587452451307113,335.5216859777347,103948.0265156137,4.0,4.097247726383344,12104.756654610312,1.1375158495642956,103948.0265156137,1.1438911876732727,104242.47044040613,False,False
166.0,0.004,0.0015130125648498613,0.55,1.137930347470154,8.586208957589538,335.47306633881146,103948.01570070849,4.0,4.09723927784645,12108.202427205582,1.137930347470154,103948.01570070849,1.1309410431843667,103598.56727177018,False,False
166.5,0.004,0.001513227818828892,0.55,1.1383448095003492,8.584965571498952,335.4244509231871,103948.00488830707,4.0,4.097230831248631,12111.647903088373,1.1383448095003492,103948.00488830707,1.1282076358359452,104550.63150416261,False,False
167.0,0.004,0.0015134430236639928,0.55,1.1387592356630718,8.583722293010783,335.3758397298927,103947.99407840816,4.0,4.097222386588901,12115.093082325733,1.1387592356630718,103947.99407840816,1.1390870565918345,103660.16575246559,False,False
167.5,0.004,0.0015136581793803107,0.55,1.1391736259665084,8.582479122100475,335.32723275795956,103947.98327101041,4.0,4.0972139438662705,12118.53796498468,1.1391736259665084,103947.98327101041,1.1270080244726972,104172.75014917066,False,False
168.0,0.004,0.0015138732860029668,0.55,1.1395879804188411,8.581236058743476,335.2786300064197,103947.9724661126,4.0,4.097205503079705,12121.98255113214,1.1395879804188411,103947.9724661126,1.1328765776448753,103441.7681577886,False,False
168.5,0.004,0.0015140883435570685,0.55,1.1400022990282483,8.579993102915255,335.2300314743056,103947.96166371343,4.0,4.0971970642282525,12125.426840835102,1.1400022990282483,103947.96166371343,1.1431223937437607,103668.88225753242,False,False
169.0,0.004,0.001514303352067698,0.55,1.1404165818029037,8.578750254591288,335.1814371606501,103947.9508638116,4.0,4.097188627310922,12128.87083416048,1.1404165818029037,103947.9508638116,1.1519697021639708,104402.86145782919,False,False
169.5,0.004,0.0015145183115599144,0.55,1.140830828750977,8.577507513747069,335.1328470644867,103947.9400664058,4.0,4.097180192326694,12132.314531175107,1.140830828750977,103947.9400664058,1.1469184434732214,103869.67011950555,False,False
170.0,0.004,0.0015147332220587584,0.55,1.1412450398806337,8.5762648803581,335.0842611848494,103947.92927149477,4.0,4.097171759274579,12135.757931945825,1.1412450398806337,103947.92927149477,1.1183321447946528,104199.9060530346,False,False
170.5,0.004,0.0015149480835892485,0.55,1.1416592152000355,8.575022354399893,335.03567952077265,103947.91847907726,4.0,4.097163328153577,12139.20103653943,1.1416592152000355,103947.91847907726,1.1447028824903382,104019.00509569304,False,False
171.0,0.004,0.0015151628961763864,0.55,1.1420733547173394,8.573779935847982,334.98710207129125,103947.90768915192,4.0,4.0971548989627475,12142.643845022752,1.1420733547173394,103947.90768915192,1.1427936904496652,103916.42024235187,False,False
171.5,0.004,0.0015153776598451445,0.55,1.1424874584406985,8.572537624677905,334.9385288354407,103947.89690171754,4.0,4.097146471701042,12146.086357462456,1.1424874584406985,103947.89690171754,1.1466263612944254,104357.05199919734,False,False
172.0,0.004,0.0015155923746204827,0.55,1.1429015263782618,8.571295420865216,334.88995981225696,103947.88611677279,4.0,4.09713804636752,12149.528573925305,1.1429015263782618,103947.88611677279,1.159063623194774,103876.88846937721,False,False
172.5,0.004,0.0015158070405273335,0.55,1.143315558538174,8.570053324385478,334.8413950007764,103947.87533431641,4.0,4.097129622961159,12152.970494477924,1.143315558538174,103947.87533431641,1.1226831757701266,103413.65390204737,False,False
